occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Centaurium somedanum","Centaurium somedanum M.Laínz","5596431","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","Centaurium chloodes","Centaurium somedanum","M.Laínz","5596431","7570714"
,"Ceropegia dichotoma subsp. krainzii","Ceropegia dichotoma subsp. krainzii (Svent.) Bruyns","3575531","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Ceropegia","Ceropegia dichotoma","Ceropegia dichotoma krainzii","(Svent.) Bruyns","3575531",
,"Chalcides bedriagai","Chalcides bedriagai (Bosca, 1880)","8974077","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Chalcides","Chalcides bedriagai","Chalcides bedriagai","(Bosca, 1880) ","8974077",
,"Chalcides coeruleopunctatus","Chalcides coeruleopunctatus Salvador, 1975","8247946","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Chalcides","Chalcides coeruleopunctatus","Chalcides coeruleopunctatus","Salvador, 1975","8247946",
,"Chalcides sexlineatus","Chalcides sexlineatus Steindachner, 1891","5225153","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Chalcides","Chalcides sexlineatus","Chalcides sexlineatus","Steindachner, 1891","5225153",
,"Chalcides simonyi","Chalcides simonyi (Steindachner, 1891)","5225149","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Chalcides","Chalcides simonyi","Chalcides simonyi","(Steindachner, 1891) ","5225149",
,"Chalcides viridanus","Chalcides viridanus (Gravenhorst, 1851)","5225148","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Scincidae","Chalcides","Chalcides viridanus","Chalcides viridanus","(Gravenhorst, 1851) ","5225148",
,"Cheirolophus duranii","Cheirolophus duranii (Burchard) Holub","3097073","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cheirolophus","Cheirolophus duranii","Cheirolophus duranii","(Burchard) Holub","3097073",
,"Cheirolophus ghomerytus","Cheirolophus ghomerythus (Svent.) Holub","3097041","FUZZY","96","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cheirolophus","Cheirolophus ghomerythus","Cheirolophus ghomerythus","(Svent.) Holub","3097041",
,"Cheirolophus junonianus","Cheirolophus junonianus (Svent.) Holub","3097051","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cheirolophus","Cheirolophus junonianus","Cheirolophus junonianus","(Svent.) Holub","3097051",
,"Chioglossa lusitanica","Chioglossa lusitanica Bocage, 1864","2431938","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Chioglossa","Chioglossa lusitanica","Chioglossa lusitanica","Bocage, 1864","2431938",
,"Cistus chinamadensis","Cistus chinamadensis Bañares & P.Romero","7331358","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Cistus","Cistus chinamadensis","Cistus chinamadensis","Bañares & P.Romero","7331358",
,"Cobitis calderoni","Cobitis calderoni Băcescu, 1962","2368179","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis calderoni","Cobitis calderoni","Băcescu, 1962","2368179",
,"Cobitis paludica","Cobitis paludica (de Buen, 1930)","2368245","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis paludica","Cobitis paludica","(de Buen, 1930) ","2368245",
,"Cobitis vettonica","Cobitis vettonica Doadrio & Perdices, 1997","2368265","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis vettonica","Cobitis vettonica","Doadrio & Perdices, 1997","2368265",
,"Coincya rupestris","Coincya rupestris Porta & Rigo ex Rouy","3040701","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Coincya","Coincya rupestris","Coincya rupestris","Porta & Rigo ex Rouy","3040701",
,"Convolvulus caput-medusae","Convolvulus caput-medusae Lowe","3681152","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Convolvulus","Convolvulus caput-medusae","Convolvulus caput-medusae","Lowe","3681152",
,"Convolvulus lopezsocasi","Convolvulus lopezsocasii Svent.","3676970","FUZZY","96","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Convolvulus","Convolvulus lopezsocasii","Convolvulus lopezsocasii","Svent.","3676970",
,"Coronopus navasii","Coronopus navasii Pau","5376453","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Lepidium","Lepidium navasii","Coronopus navasii","Pau","5376453","5376452"
,"Cottus aturi","Cottus aturi Freyhof, Kottelat & Nolte, 2005","2334100","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Scorpaeniformes","Cottidae","Cottus","Cottus aturi","Cottus aturi","Freyhof, Kottelat & Nolte, 2005","2334100",
,"Cottus hispaniolensis","Cottus hispaniolensis Băcescu & Băcescu-Meşter, 1964","2334173","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Scorpaeniformes","Cottidae","Cottus","Cottus hispaniolensis","Cottus hispaniolensis","Băcescu & Băcescu-Meşter, 1964","2334173",
,"Crambe arborea","Crambe arborea Webb ex H.Christ","5373530","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Crambe","Crambe arborea","Crambe arborea","Webb ex H.Christ","5373530",
,"Crambe laevigata","Crambe laevigata DC. ex H.Christ","5373461","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Crambe","Crambe laevigata","Crambe laevigata","DC. ex H.Christ","5373461",
,"Crambe sventenii","Crambe sventenii B.Pett. ex Bramwell & Sundell","5373522","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Crambe","Crambe sventenii","Crambe sventenii","B.Pett. ex Bramwell & Sundell","5373522",
,"Crepis granatensis","Crepis granatensis (Willk.) Blanca & Cueto","5403502","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Crepis","Crepis granatensis","Crepis granatensis","(Willk.) Blanca & Cueto","5403502",
,"Crocidura canariensis","Crocidura canariensis Hutterer, Lopez-Jurado & Vogel, 1987","2435551","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura canariensis","Crocidura canariensis","Hutterer, Lopez-Jurado & Vogel, 1987","2435551",
,"Culcita macrocarpa","Culcita macrocarpa C.Presl","8349980","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Cyatheales","Culcitaceae","Culcita","Culcita macrocarpa","Culcita macrocarpa","C.Presl","8349980",
,"Daphne rodriguezii","Daphne rodriguezii Texidor","5524064","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","Daphne","Daphne rodriguezii","Daphne rodriguezii","Texidor","5524064",
,"Dendriopoterium pulidoi","Dendriopoterium pulidoi Event.","10800268","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Dendriopoterium","Dendriopoterium pulidoi","Dendriopoterium pulidoi","Event.","10800268",
,"Dianthus rupicola","Dianthus rupicola Biv.","7267156","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","Dianthus rupicola","Dianthus rupicola","Biv.","7267156",
,"Diplotaxis ibicensis","Diplotaxis ibicensis (Pau) Gómez-Campo","5376382","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Diplotaxis","Diplotaxis ibicensis","Diplotaxis ibicensis","(Pau) Gómez-Campo","5376382",
,"Diplotaxis siettiana","Diplotaxis siettiana Maire","5376403","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Diplotaxis","Diplotaxis siettiana","Diplotaxis siettiana","Maire","5376403",
,"Discoglossus galganoi","Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985","2426616","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Alytidae","Discoglossus","Discoglossus galganoi","Discoglossus galganoi","Capula, Nascetti, Lanza, Bullini & Crespo, 1985","2426616",
,"Discoglossus pictus","Discoglossus pictus Otth, 1837","2426617","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Alytidae","Discoglossus","Discoglossus pictus","Discoglossus pictus","Otth, 1837","2426617",
,"Dorycnium spectabile","Dorycnium spectabile (Choisy ex Ser.) Webb & Berthel.","3972742","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus spectabilis","Dorycnium spectabile","(Choisy ex Ser.) Webb & Berthel.","3972742","5356950"
,"Dracaena draco","Dracaena draco (L.) L.","5304469","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena draco","Dracaena draco","(L.) L.","5304469",
,"Dryopteris corleyi","Dryopteris corleyi Fraser-Jenk.","5654715","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris corleyi","Dryopteris corleyi","Fraser-Jenk.","5654715",
,"Echinodium spinosum","Echinodium spinosum (Mitt.) Jur.","2675958","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Echinodiaceae","Echinodium","Echinodium spinosum","Echinodium spinosum","(Mitt.) Jur.","2675958",
,"Echium gentianoides","Echium gentianoides Webb ex Coincy","4059020","EXACT","97","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Echium","Echium thyrsiflorum","Echium gentianoides","Webb ex Coincy","4059020","4067595"
,"Elona quimperiana","Elona quimperiana (Blainville, 1821)","5782993","EXACT","97","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Elonidae","Elona","Elona quimperiana","Elona quimperiana","(Blainville, 1821) ","5782993",
,"Eptesicus isabellinus","Eptesicus isabellinus (Temminck, 1840)","5787585","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Eptesicus","Eptesicus isabellinus","Eptesicus isabellinus","(Temminck, 1840) ","5787585",
,"Eretmochelys imbricata","Eretmochelys imbricata (Linnaeus, 1766)","8841716","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Testudines",,"Cheloniidae","Eretmochelys","Eretmochelys imbricata","Eretmochelys imbricata","(Linnaeus, 1766) ","8841716",
,"Erigeron frigidus","Erigeron frigidus Boiss. ex DC.","7444427","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron frigidus","Erigeron frigidus","Boiss. ex DC.","7444427",
,"Erinaceus algirus","Erinaceus algirus Lereboullet, 1842","8830426","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix algirus","Erinaceus algirus","Lereboullet, 1842","8830426","2437136"
,"Erodium astragaloides","Erodium astragaloides Boiss. & Reut.","3828671","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium astragaloides","Erodium astragaloides","Boiss. & Reut.","3828671",
,"Erodium paularense","Erodium paularense Fern.-Gonz. & Izco","3826450","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium paularense","Erodium paularense","Fern.-Gonz. & Izco","3826450",
,"Erodium rupicola","Erodium rupicola Boiss.","3826194","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium rupicola","Erodium rupicola","Boiss.","3826194",
,"Eryngium viviparum","Eryngium viviparum J.Gay","3641026","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium","Eryngium viviparum","Eryngium viviparum","J.Gay","3641026",
,"Eubalaena glacialis","Eubalaena glacialis (Müller, 1776)","2440339","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Balaenidae","Eubalaena","Eubalaena glacialis","Eubalaena glacialis","(Müller, 1776) ","2440339",
,"Euphorbia bourgeana","Euphorbia bourgeana J.Gay ex Boiss.","3064110","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia bourgeana","Euphorbia bourgeana","J.Gay ex Boiss.","3064110",
,"Euphorbia handiensis","Euphorbia handiensis Burchard","3067114","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia handiensis","Euphorbia handiensis","Burchard","3067114",
,"Euphorbia margalidiana","Euphorbia margalidiana Kuhbier & Lewej.","3065201","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia margalidiana","Euphorbia margalidiana","Kuhbier & Lewej.","3065201",
,"Euphorbia nevadensis","Euphorbia nevadensis Boiss. & Reut.","3066236","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nevadensis","Euphorbia nevadensis","Boiss. & Reut.","3066236",
,"Euphorbia transtagana","Euphorbia transtagana Boiss.","3068150","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia transtagana","Euphorbia transtagana","Boiss.","3068150",
,"Ferula latipinna","Ferula latipinna A.Santos","3637808","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Ferula","Ferula latipinna","Ferula latipinna","A.Santos","3637808",
,"Festuca brigantina","Festuca brigantina (Markgr.-Dann.) Markgr.-Dann.","4127331","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","Festuca brigantina","Festuca brigantina","(Markgr.-Dann.) Markgr.-Dann.","4127331",
,"Festuca elegans","Festuca elegans Boiss.","4124641","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","Festuca elegans","Festuca elegans","Boiss.","4124641",
,"Festuca gredensis","Festuca gredensis Fuente & Ortúñez","4123458","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","Festuca gredensis","Festuca gredensis","Fuente & Ortúñez","4123458",
,"Festuca summilusitana","Festuca summilusitana Franco & Rocha Afonso","4113010","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Festuca","Festuca summilusitana","Festuca summilusitana","Franco & Rocha Afonso","4113010",
,"Galemys pyrenaicus","Galemys pyrenaicus (É.Geoffroy Saint-Hilaire, 1811)","5219516","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Galemys","Galemys pyrenaicus","Galemys pyrenaicus","(É.Geoffroy Saint-Hilaire, 1811) ","5219516",
,"Galium viridiflorum","Galium viridiflorum Boiss. & Reut.","2913980","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium viridiflorum","Galium viridiflorum","Boiss. & Reut.","2913980",
,"Gallotia atlantica","Gallotia atlantica (Peters & Doria, 1882)","2468656","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Gallotia","Gallotia atlantica","Gallotia atlantica","(Peters & Doria, 1882) ","2468656",
,"Gallotia auaritae","Gallotia auaritae Mateo, Garcia-Marquez, López-Jurado & Barahona, 2001","2468672","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Gallotia","Gallotia auaritae","Gallotia auaritae","Mateo, Garcia-Marquez, López-Jurado & Barahona, 2001","2468672",
,"Gallotia galloti","Gallotia galloti (Oudart, 1839)","8682680","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Gallotia","Gallotia galloti","Gallotia galloti","(Oudart, 1839) ","8682680",
,"Gallotia galloti insulanagae","Gallotia galloti insulanagae Martin, 1985","6159132","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Gallotia","Gallotia galloti","Gallotia galloti insulanagae","Martin, 1985","6159132",
,"Gallotia stehlini","Gallotia stehlini (Schenkel, 1901)","2468651","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Gallotia","Gallotia stehlini","Gallotia stehlini","(Schenkel, 1901) ","2468651",
,"Gaudinia hispanica","Gaudinia hispanica Stace & T.G.Tutin","5672463","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Gaudinia","Gaudinia hispanica","Gaudinia hispanica","Stace & T.G.Tutin","5672463",
,"Genetta genetta","Genetta genetta (Linnaeus, 1758)","5219362","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta genetta","Genetta genetta","(Linnaeus, 1758) ","5219362",
,"Genista dorycnifolia","Genista dorycnifolia Font Quer","5347679","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Genista","Genista dorycnifolia","Genista dorycnifolia","Font Quer","5347679",
,"Geomalacus maculosus","Geomalacus maculosus Allman, 1843","4564441","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Geomalacus","Geomalacus maculosus","Geomalacus maculosus","Allman, 1843","4564441",
,"Glandora nitida","Glandora nitida (Ern) D.C.Thomas","4059956","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Glandora","Glandora nitida","Glandora nitida","(Ern) D.C.Thomas","4059956",
,"Globicephala macrorhynchus","Globicephala macrorhynchus Gray, 1846","2440605","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Globicephala","Globicephala macrorhynchus","Globicephala macrorhynchus","Gray, 1846","2440605",
,"Globularia ascanii","Globularia ascanii Bramwell & Kunkel","5578445","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia ascanii","Globularia ascanii","Bramwell & Kunkel","5578445",
,"Globularia sarcophylla","Globularia sarcophylla Svent.","5578495","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia sarcophylla","Globularia sarcophylla","Svent.","5578495",
,"Gomphus graslinii","Gomphus graslinii Rambur, 1842","5051921","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus graslinii","Gomphus graslinii","Rambur, 1842","5051921",
,"Graellsia isabellae","Graellsia isabellae Graëlls, 1849","5124512","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Graellsia","Graellsia isabellae","Graellsia isabellae","Graëlls, 1849","5124512",
,"Helianthemum alypoides","Helianthemum alypoides Losa & Rivas Goday","3595627","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Helianthemum alypoides","Helianthemum alypoides","Losa & Rivas Goday","3595627",
,"Helianthemum bystropogophyllum","Helianthemum bystropogophyllum Svent.","3596509","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Helianthemum bystropogophyllum","Helianthemum bystropogophyllum","Svent.","3596509",
,"Helianthemum caput-felis","Helianthemum caput-felis Boiss.","7331423","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Cistaceae","Helianthemum","Helianthemum caput-felis","Helianthemum caput-felis","Boiss.","7331423",
,"Helichrysum gossypinum","Helichrysum gossypinum Sch.Bip.","7379976","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Helichrysum gossypinum","Helichrysum gossypinum","Sch.Bip.","7379976",
,"Helichrysum monogynum","Helichrysum monogynum B.L.Burtt & Sunding","3131776","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Helichrysum monogynum","Helichrysum monogynum","B.L.Burtt & Sunding","3131776",
,"Hemorrhois hippocrepis","Hemorrhois hippocrepis (Linnaeus, 1758)","2459023","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Hemorrhois","Hemorrhois hippocrepis","Hemorrhois hippocrepis","(Linnaeus, 1758) ","2459023",
,"Herpestes ichneumon","Herpestes ichneumon (Linnaeus, 1758)","2434255","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Herpestidae","Herpestes","Herpestes ichneumon","Herpestes ichneumon","(Linnaeus, 1758) ","2434255",
,"Holcus setiglumis subsp. duriensis","Holcus setiglumis subsp. duriensis P.Silva","5942740","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Holcus","Holcus annuus","Holcus setiglumis duriensis","P.Silva","5942740","4150489"
,"Hyla meridionalis","Hyla meridionalis Boettger, 1874","2427555","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla","Hyla meridionalis","Hyla meridionalis","Boettger, 1874","2427555",
,"Hyla molleri","Hyla molleri Bedriaga, 1889","2427580","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla","Hyla molleri","Hyla molleri","Bedriaga, 1889","2427580",
,"Hymenostemma pseudanthemis","Hymenostemma pseudanthemis (Kunze) Willk.","3132537","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hymenostemma","Hymenostemma pseudanthemis","Hymenostemma pseudanthemis","(Kunze) Willk.","3132537",
,"Hyperoodon ampullatus","Hyperoodon ampullatus (Forster, 1770)","5220013","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Hyperoodontidae","Hyperoodon","Hyperoodon ampullatus","Hyperoodon ampullatus","(Forster, 1770) ","5220013",
,"Hypochaeris oligocephala","Hypochaeris oligocephala (Svent. & Bramwell) Lack","3093880","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris oligocephala","Hypochaeris oligocephala","(Svent. & Bramwell) Lack","3093880",
,"Iberochondrostoma lemmingii","Iberochondrostoma lemmingii (Steindachner, 1866)","2367622","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Iberochondrostoma","Iberochondrostoma lemmingii","Iberochondrostoma lemmingii","(Steindachner, 1866) ","2367622",
,"Iberochondrostoma oretanum","Iberochondrostoma oretanum (Doadrio & Carmona, 2003)","2367630","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Iberochondrostoma","Iberochondrostoma oretanum","Iberochondrostoma oretanum","(Doadrio & Carmona, 2003) ","2367630",
,"Iberolacerta aranica","Iberolacerta aranica (Arribas, 1993)","7837038","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta aranica","Iberolacerta aranica","(Arribas, 1993) ","7837038",
,"Iberolacerta aurelioi","Iberolacerta aurelioi (Arribas, 1994)","2468520","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta aurelioi","Iberolacerta aurelioi","(Arribas, 1994) ","2468520",
,"Iberolacerta bonnali","Iberolacerta bonnali (Lantz, 1927)","2468525","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta bonnali","Iberolacerta bonnali","(Lantz, 1927) ","2468525",
,"Iberolacerta cyreni","Iberolacerta cyreni (Müller & Hellmich, 1937)","2468503","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta cyreni","Iberolacerta cyreni","(Müller & Hellmich, 1937) ","2468503",
,"Iberolacerta galani","Iberolacerta galani Arribas, Carranza & Odierna, 2006","2468522","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta galani","Iberolacerta galani","Arribas, Carranza & Odierna, 2006","2468522",
,"Iberolacerta martinezricai","Iberolacerta martinezricai (Arribas, 1996)","2468518","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta martinezricai","Iberolacerta martinezricai","(Arribas, 1996) ","2468518",
,"Iberolacerta monticola","Iberolacerta monticola (Boulenger, 1905)","2468511","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Iberolacerta","Iberolacerta monticola","Iberolacerta monticola","(Boulenger, 1905) ","2468511",
,"Ionopsidium savianum","Ionopsidium savianum (Caruel) Ball ex Caruel","8132370","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Ionopsidium","Ionopsidium savianum","Ionopsidium savianum","(Caruel) Ball ex Caruel","8132370",
,"Iris boissieri","Iris boissieri Henriq.","5298488","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris boissieri","Iris boissieri","Henriq.","5298488",
,"Iris lusitanica","Iris lusitanica KerGawl.","11213603","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris lusitanica","Iris lusitanica","KerGawl.","11213603",
,"Isoetes velatum subsp. asturicense","Isoetes velata var. asturicense (M.Laínz) E.Rico & X.Giráldez","7444946","FUZZY","86","SYNONYM","VARIETY","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes","Isoetes longissima","Isoetes velata asturicense","(M.Laínz) E.Rico & X.Giráldez","7444946","7509958"
